host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,room_type,accommodates,beds,price,review_scores_rating,bathrooms_number,number_of_days_booked
within an hour,96.43234029939234,87.44211994421188,South of Market,Entire home/apt,2,1,120,4.766641295546558,1,365
within an hour,96.43234029939234,100,Excelsior,Private room,4,2,100,4.766641295546558,1,242
within an hour,100,100,Ocean View,Entire home/apt,5,2,133,4.94,1,42
within an hour,96.43234029939234,83,North Beach,Private room,2,1,900,4.766641295546558,1,332
within an hour,80,97,Downtown/Civic Center,Private room,2,1,99,4.13,1,343
within an hour,80,97,Downtown/Civic Center,Private room,2,1,99,4.32,1,343
within an hour,80,97,Downtown/Civic Center,Private room,2,1,89,4.766641295546558,0,343
within an hour,80,97,Downtown/Civic Center,Private room,2,1,99,3.88,0,343
within an hour,80,97,Downtown/Civic Center,Private room,2,1,89,4,0,343
within an hour,80,97,Downtown/Civic Center,Private room,2,1,89,4.6,0,343
within an hour,80,97,Downtown/Civic Center,Private room,2,1,89,4.766641295546558,0,343
within an hour,80,97,Downtown/Civic Center,Private room,2,1,89,4.766641295546558,0,343
within an hour,80,97,Downtown/Civic Center,Private room,2,1,89,4.766641295546558,0,346
within an hour,100,97,Financial District,Entire home/apt,2,1,398,4.766641295546558,1,365
within an hour,100,100,Mission,Private room,2,1,105,4.93,1,365
within an hour,90,99,Excelsior,Entire home/apt,4,3,272,4.99,2,295
within an hour,100,97,South of Market,Entire home/apt,2,1,106,4.766641295546558,1,0
within an hour,100,97,South of Market,Entire home/apt,2,1,284,4,1,273
within an hour,100,97,South of Market,Entire home/apt,2,1,174,4.766641295546558,1,89
within an hour,96.43234029939234,87.44211994421188,Western Addition,Shared room,1,1,30,4.766641295546558,1,365
within an hour,100,97,Presidio,Entire home/apt,6,4,299,4.71,2,1
within an hour,100,96,Lakeshore,Entire home/apt,2,1,86,4.71,1,8
within an hour,96.43234029939234,87.44211994421188,South of Market,Private room,2,2,280,5,1,356
within an hour,96.43234029939234,87.44211994421188,South of Market,Private room,2,1,250,4.766641295546558,1,355
within a few hours,88,93,Downtown/Civic Center,Entire home/apt,2,1,76,5,1,188
within an hour,100,97,South of Market,Entire home/apt,2,1,239,4.766641295546558,1,365
within an hour,96.43234029939234,87.44211994421188,South of Market,Entire home/apt,4,1.7826360095489384,99,4.766641295546558,1,365
within an hour,100,96,Downtown/Civic Center,Private room,2,1,185,4.766641295546558,1,355
within an hour,100,96,Downtown/Civic Center,Private room,2,1,210,4.766641295546558,1,356
within an hour,100,100,South of Market,Private room,2,1,382,4.766641295546558,1,43
within an hour,100,100,South of Market,Private room,2,1,257,4.5,1,50
within an hour,100,100,Downtown/Civic Center,Private room,2,1,261,4.58,1,48
within an hour,100,74,Nob Hill,Entire home/apt,2,2,75,4.19,1,214
within a few hours,100,79,Mission,Entire home/apt,2,1,139,4.97,1,365
within an hour,100,100,Richmond,Entire home/apt,5,2,232,4.94,2,13
within an hour,100,100,Western Addition,Entire home/apt,8,6,550,4.96,2,365
within an hour,100,96,Richmond,Entire home/apt,3,2,140,4.99,1,237
within a few hours,100,100,Sunset,Entire home/apt,2,1,225,4.8,1,350
within a few hours,100,100,Richmond,Entire home/apt,3,2,107,4.766641295546558,1,319
within a few hours,100,100,Richmond,Entire home/apt,4,2,150,5,2,299
within a few hours,100,68,Mission,Entire home/apt,1,1,62,4.83,1,214
within an hour,97,73,Russian Hill,Entire home/apt,4,2,201,4.96,1,364
within a few hours,90,100,Richmond,Entire home/apt,11,6,750,4.8,3,365
within an hour,96.43234029939234,87.44211994421188,Lakeshore,Entire home/apt,2,1.7826360095489384,159,4.766641295546558,2,365
within an hour,100,97,South of Market,Entire home/apt,2,1,111,5,1,0
within an hour,96.43234029939234,100,Noe Valley,Private room,4,2,185,5,1,365
within an hour,100,95,South of Market,Entire home/apt,2,1,121,4.766641295546558,1,365
within an hour,100,100,Excelsior,Entire home/apt,2,1,80,4.59,1,13
within an hour,96.43234029939234,87.44211994421188,Mission,Private room,1,2,215,5,1,0
within an hour,100,89,Bernal Heights,Entire home/apt,2,1.7826360095489384,196,5,1,361
within an hour,75,72,Excelsior,Entire home/apt,2,1,75,5,1,243
within an hour,100,100,South of Market,Entire home/apt,2,1,139,4.84,3,19
within an hour,96.43234029939234,100,Richmond,Entire home/apt,2,1,10,5,1,300
within an hour,97,73,Downtown/Civic Center,Private room,4,2,183,4.82,1,361
within an hour,100,100,North Beach,Entire home/apt,2,1,425,4.75,1,360
within an hour,96.43234029939234,87.44211994421188,Excelsior,Private room,2,1,175,4.766641295546558,1,365
within an hour,100,81,Chinatown,Entire home/apt,4,2,110,5,1,124
within an hour,100,85,Haight Ashbury,Entire home/apt,4,2,300,4.766641295546558,1,1
within an hour,96.43234029939234,87.44211994421188,Ocean View,Entire home/apt,4,2,189,5,1,365
within an hour,100,97,Financial District,Entire home/apt,4,2,438,4.766641295546558,2,365
within an hour,100,100,Excelsior,Private room,2,1,44,4.29,1,258
within an hour,100,100,Bayview,Private room,1,2,62,5,1,186
within an hour,96.43234029939234,100,Mission,Private room,2,1,99,5,1,246
within an hour,100,99,Excelsior,Entire home/apt,3,1,115,4.93,1,365
within an hour,96.43234029939234,87.44211994421188,Western Addition,Private room,2,1,94,4.766641295546558,2,0
within an hour,96.43234029939234,87.44211994421188,Sunset,Shared room,2,2,45,1,1,365
within an hour,100,96,Bayview,Private room,2,1,55,5,1,307
within a few hours,88,93,Mission,Entire home/apt,3,1,118,4.5,1,96
within an hour,100,100,Mission,Entire home/apt,6,3,675,4.89,3,21
within an hour,100,100,Haight Ashbury,Private room,2,2,156,4.92,1,288
within an hour,96.43234029939234,87.44211994421188,Potrero Hill,Private room,4,4,155,4.766641295546558,2,365
within a few hours,80,74,Sunset,Entire home/apt,5,3,95,5,2,0
within a few hours,88,93,Mission,Entire home/apt,2,1,90,4.766641295546558,1,215
within an hour,100,34,Sunset,Private room,1,1,59,3,1,275
within an hour,97,73,Downtown/Civic Center,Private room,4,2,163,4.91,1,362
within an hour,98,81,Noe Valley,Entire home/apt,3,2,148,4.75,1,43
within a few hours,100,100,North Beach,Entire home/apt,2,1,110,4.766641295546558,1,365
within an hour,100,100,Twin Peaks,Entire home/apt,6,3,200,4.99,1,285
within a few hours,88,93,Mission,Entire home/apt,2,1,81,4.5,1,188
within an hour,96.43234029939234,87.44211994421188,Mission,Private room,2,1,190,4.766641295546558,1,2
within an hour,96.43234029939234,87.44211994421188,North Beach,Entire home/apt,4,2,170,5,1,365
within a few hours,88,93,Mission,Entire home/apt,2,1,79,4.766641295546558,1,186
within a day,50,87.44211994421188,Ocean View,Entire home/apt,4,2,130,4.766641295546558,1,119
within an hour,96.43234029939234,87.44211994421188,Potrero Hill,Private room,2,1,125,5,1,365
within an hour,100,100,Sunset,Private room,4,2,69,4.93,1,365
within an hour,100,100,Sunset,Private room,4,2,72,4.94,1,35
within an hour,100,100,Sunset,Private room,3,1,68,4.93,1,89
within an hour,94,99,North Beach,Private room,2,1,141,4.75,1,146
within an hour,94,99,North Beach,Private room,2,1,157,4.1,1,33
within an hour,94,99,North Beach,Private room,2,1,179,4.52,1,11
within an hour,94,99,North Beach,Private room,2,1,199,4.81,1,18
within an hour,94,99,North Beach,Private room,3,2,219,4.75,1,54
within an hour,88,98,Mission,Private room,2,1,78,4.31,1,2
within an hour,88,98,Mission,Private room,2,1,83,4.29,1,5
within an hour,88,98,Mission,Private room,2,1,66,4.55,1,0
within an hour,88,98,Mission,Private room,2,1,112,4.52,1,12
within an hour,100,86,Western Addition,Entire home/apt,2,1.7826360095489384,60,4.89,1,30
within an hour,100,100,Excelsior,Private room,2,1,55,4.77,1,365
within an hour,100,100,Sunset,Private room,4,2,70,4.95,1,365
within an hour,100,100,Sunset,Private room,2,1,80,4.89,1,14
within a few hours,99,68,Downtown/Civic Center,Entire home/apt,4,2,144,4.93,1,362
within an hour,100,100,Downtown/Civic Center,Entire home/apt,3,2,75,4.8,1,357
within an hour,100,97,Chinatown,Entire home/apt,6,2,673,4.94,1,14
within an hour,100,100,Mission,Entire home/apt,3,2,109,5,1,0
within an hour,96.43234029939234,0,Excelsior,Entire home/apt,2,1,150,4.93,1,276
within an hour,100,100,Haight Ashbury,Entire home/apt,3,1,200,5,1,310
within an hour,90,94,Downtown/Civic Center,Entire home/apt,4,1,699,5,1,365
within a few hours,99,68,Downtown/Civic Center,Entire home/apt,2,1,118,4.97,1,360
within an hour,100,97,Downtown/Civic Center,Entire home/apt,4,2,240,5,2,135
within an hour,100,95,Bayview,Private room,1,1,43,4.86,1,48
within an hour,100,97,Excelsior,Entire home/apt,2,1,84,5,1,313
within an hour,100,98,Bernal Heights,Private room,2,1,90,4.766641295546558,1,365
within an hour,100,97,South of Market,Entire home/apt,4,2,141,4.766641295546558,2,0
within an hour,93,99,South of Market,Private room,2,1,107,4.38,1,8
within an hour,93,99,South of Market,Private room,2,1,92,4.13,1,12
within an hour,93,99,South of Market,Private room,2,1,104,4.42,1,365
within an hour,93,99,South of Market,Private room,2,2,92,4.43,1,5
within an hour,100,100,Castro/Upper Market,Private room,2,1,99,4.9,1,365
within a day,100,0,Nob Hill,Private room,2,1.7826360095489384,60,4.766641295546558,5,0
within an hour,90,90,Castro/Upper Market,Entire home/apt,3,1,191,5,1,361
within an hour,100,100,Bernal Heights,Entire home/apt,3,2,163,5,1,317
within an hour,100,97,South of Market,Entire home/apt,4,2,139,4.766641295546558,2,0
within a day,100,25,Western Addition,Entire home/apt,4,2,125,4.22,2,174
within a few hours,88,93,Downtown/Civic Center,Entire home/apt,2,1,76,4.766641295546558,1,188
within an hour,100,88,Mission,Entire home/apt,4,2,159,5,1,86
within an hour,100,0,Bayview,Entire home/apt,5,4,45,4.766641295546558,1,212
within a few hours,88,93,Downtown/Civic Center,Entire home/apt,2,1,87,4,1,188
within a few hours,88,93,Mission,Entire home/apt,2,1,83,5,1,188
a few days or more,0,0,Western Addition,Entire home/apt,2,2,140,4.766641295546558,1,203
within a day,100,0,Nob Hill,Private room,2,1,50,1,4,0
within a day,100,0,Nob Hill,Private room,2,1,50,4.766641295546558,4,0
within a day,100,0,Nob Hill,Private room,2,1,50,4.766641295546558,4,0
within an hour,100,100,Downtown/Civic Center,Private room,2,1,162,4.766641295546558,1,215
within an hour,100,100,Downtown/Civic Center,Private room,2,1,142,4.62,1,197
within an hour,100,96,Bayview,Private room,2,1,60,5,1,276
within an hour,100,100,Castro/Upper Market,Entire home/apt,3,1,118,5,1,221
within an hour,100,93,Twin Peaks,Entire home/apt,4,2,182,4.97,1,152
within an hour,100,100,Pacific Heights,Private room,2,1,665,5,1,49
within an hour,100,100,Pacific Heights,Private room,2,1,965,4.766641295546558,1,47
within an hour,100,97,Sunset,Entire home/apt,2,2,139,4.93,1,365
within an hour,91,100,Financial District,Private room,4,2,81,3.88,1,16
within an hour,100,99,Excelsior,Private room,2,1,61,5,2,1
within an hour,100,99,Excelsior,Private room,2,1,68,4.88,2,75
within an hour,100,99,Excelsior,Private room,2,1,60,4.82,2,34
within an hour,100,100,Sunset,Private room,2,1,112,4.97,1,365
within a few hours,88,93,Mission,Entire home/apt,2,1.7826360095489384,79,3.67,1,188
within an hour,96.43234029939234,87.44211994421188,Richmond,Entire home/apt,4,2,138,4.91,1,236
within an hour,100,100,Twin Peaks,Entire home/apt,3,2,111,4.89,1,365
within an hour,100,79,Russian Hill,Entire home/apt,4,2,233,5,1,334
within an hour,96.43234029939234,100,Bernal Heights,Entire home/apt,2,1,130,4.98,1,360
within an hour,90,100,Castro/Upper Market,Entire home/apt,4,2,399,4.91,1,96
within an hour,91,100,Financial District,Private room,2,1,122,4.13,1,365
within an hour,97,73,Downtown/Civic Center,Private room,4,2,179,4.91,1,361
within a few hours,100,99,Financial District,Entire home/apt,2,2,109,4,1,130
within an hour,96.43234029939234,100,Sunset,Private room,2,2,65,5,1,276
within an hour,100,86,Haight Ashbury,Entire home/apt,2,1,95,4.55,1,90
within an hour,96.43234029939234,87.44211994421188,Excelsior,Entire home/apt,3,2,90,1,1,365
within an hour,96.43234029939234,87.44211994421188,Potrero Hill,Private room,4,2,188,4.766641295546558,1,365
within an hour,97,73,Downtown/Civic Center,Entire home/apt,2,1,151,4.77,1,360
within an hour,96.43234029939234,87.44211994421188,Excelsior,Private room,4,2,85,5,1,365
within an hour,100,50,Castro/Upper Market,Entire home/apt,2,2,150,5,1,205
within an hour,96.43234029939234,87.44211994421188,Ocean View,Entire home/apt,2,1,55,5,1,177
within an hour,100,99,Noe Valley,Entire home/apt,2,1,150,4.57,1,365
within an hour,100,100,Mission,Entire home/apt,8,4,325,4.94,2,198
within an hour,93,10,Financial District,Private room,2,1,391,5,1,0
within an hour,93,10,Financial District,Private room,2,1,391,5,1,0
within an hour,93,10,Chinatown,Private room,2,1,391,5,1,3
within an hour,93,10,Financial District,Private room,2,1,391,5,1,3
within a few hours,100,14,Mission,Entire home/apt,4,4,132,4.766641295546558,1,274
within an hour,93,10,Downtown/Civic Center,Private room,2,1,391,5,1,0
within an hour,96.43234029939234,100,Pacific Heights,Entire home/apt,4,2,500,5,1,334
within an hour,100,100,Bernal Heights,Entire home/apt,3,2,162,4.96,1,193
within a day,90,91,Russian Hill,Entire home/apt,6,2,1000,5,2,276
within an hour,96.43234029939234,87.44211994421188,Parkside,Entire home/apt,7,4,500,4.766641295546558,2,1
within an hour,96.43234029939234,87.44211994421188,Western Addition,Entire home/apt,2,1,340,5,2,282
within an hour,100,100,Twin Peaks,Entire home/apt,2,1,79,5,1,228
within a day,100,83,Mission,Entire home/apt,4,2,110,5,1,226
within an hour,96.43234029939234,100,Downtown/Civic Center,Private room,2,1,200,4.766641295546558,1,365
within an hour,100,100,Excelsior,Private room,2,1,48,4.64,1,192
within an hour,100,100,Excelsior,Private room,2,1,45,4.93,1,202
within a few hours,100,99,South of Market,Private room,2,1,160,4.766641295546558,1,0
within an hour,100,100,Richmond,Entire home/apt,4,2,200,5,2,120
within an hour,100,98,Mission,Private room,2,1,116,5,1,251
within an hour,100,87.44211994421188,Marina,Entire home/apt,2,2,200,4.766641295546558,1,1
within an hour,100,100,Excelsior,Entire home/apt,7,4,200,4.94,2,365
within an hour,100,97,South of Market,Entire home/apt,4,2,136,4.766641295546558,2,0
within an hour,100,97,South of Market,Entire home/apt,4,2,141,4.766641295546558,2,0
within a few hours,87,63,Russian Hill,Entire home/apt,2,1,110,4.54,1,230
within an hour,100,97,Lakeshore,Entire home/apt,5,2,165,4.83,2,85
within a few hours,99,68,Downtown/Civic Center,Entire home/apt,2,1,125,4.92,1,365
within an hour,100,100,Financial District,Entire home/apt,4,2,699,5,2,330
within a day,100,0,Nob Hill,Private room,2,1.7826360095489384,60,4.766641295546558,5,0
within a day,100,0,Nob Hill,Private room,2,1.7826360095489384,60,4.766641295546558,5,0
within an hour,100,100,Mission,Private room,3,2,110,4.96,1,235
within an hour,100,81,Russian Hill,Entire home/apt,4,2,130,5,1,135
within an hour,100,97,South of Market,Entire home/apt,4,2,231,4.766641295546558,2,134
within an hour,100,100,South of Market,Private room,2,1,257,4.5,1,49
within an hour,100,100,Mission,Entire home/apt,4,2,170,5,1,59
within an hour,100,100,Nob Hill,Private room,2,1,115,4.5,1,85
within an hour,100,100,Nob Hill,Private room,2,1,110,5,1,12
within an hour,100,100,Nob Hill,Private room,1,1,105,4.83,1,12
within an hour,100,100,Ocean View,Private room,2,1,90,5,1,292
within an hour,92,95,Chinatown,Private room,4,2,177,4.67,1,182
within an hour,92,95,Financial District,Private room,4,2,177,4.52,1,143
within an hour,92,95,Chinatown,Private room,2,1,152,4.67,1,74
within an hour,92,95,Chinatown,Private room,2,1,152,4.44,1,147
within an hour,100,100,Sunset,Private room,4,3,62,4.81,1,25
within an hour,96.43234029939234,87.44211994421188,Russian Hill,Entire home/apt,4,1,240,4.766641295546558,1,365
within a few hours,100,92,Bernal Heights,Entire home/apt,3,2,240,4.96,1,365
within a day,90,91,Russian Hill,Private room,4,1,650,4.86,1,0
within an hour,96.43234029939234,87.44211994421188,Parkside,Private room,2,2,130,4.766641295546558,2,365
within an hour,100,100,Marina,Private room,2,2,100,5,1,0
within an hour,100,100,Marina,Private room,2,1.7826360095489384,110,4.71,3,28
within an hour,100,98,Bayview,Entire home/apt,8,5,284,4.98,2,294
within a few hours,100,73,Nob Hill,Private room,1,2,120,4.766641295546558,1,0
within an hour,96.43234029939234,87.44211994421188,Haight Ashbury,Shared room,5,3,100,4.766641295546558,6,365
within a few hours,99,68,Downtown/Civic Center,Entire home/apt,4,2,165,4.96,1,356
within an hour,100,96,South of Market,Entire home/apt,4,2,363,5,2,159
within an hour,96.43234029939234,87.44211994421188,Haight Ashbury,Entire home/apt,4,2,295,4.72,1,365
within an hour,100,100,Downtown/Civic Center,Entire home/apt,3,2,95,4.93,1,360
within an hour,100,98,Western Addition,Entire home/apt,2,1,124,5,1,15
within an hour,97,73,Downtown/Civic Center,Private room,4,2,179,4.91,1,361
within an hour,100,98,Richmond,Entire home/apt,4,2,169,4.99,1,146
within an hour,100,97,South of Market,Entire home/apt,2,1,250,4.766641295546558,1,365
within an hour,100,97,South of Market,Entire home/apt,4,2,168,5,2,14
within an hour,100,100,Downtown/Civic Center,Entire home/apt,3,2,90,4.4,1,365
within a day,100,100,Noe Valley,Entire home/apt,4,2,170,5,1,96
within an hour,96.43234029939234,87.44211994421188,Downtown/Civic Center,Private room,1,1,75,4.766641295546558,1,365
within an hour,100,95,South of Market,Entire home/apt,2,1,169,3,1,254
within an hour,100,97,South of Market,Entire home/apt,4,2,231,4.766641295546558,2,134
within an hour,96.43234029939234,87.44211994421188,Western Addition,Entire home/apt,4,2,295,4.766641295546558,2,365
